,shape_id,shape_pt_sequence,elevation
2881,60-1-d12-1.3.I,156,11
2882,60-1-d12-1.3.I,157,11
2883,60-1-d12-1.3.I,158,11
2884,60-1-d12-1.3.I,159,19
2885,60-1-d12-1.3.I,160,19
2886,60-1-d12-1.3.I,161,22
2887,60-1-d12-1.3.I,162,22
2888,60-1-d12-1.3.I,163,22
2889,60-1-d12-1.3.I,164,22
2890,60-1-d12-1.3.I,165,29
2891,60-1-d12-1.3.I,166,29
2892,60-1-d12-1.3.I,167,28
2893,60-1-d12-1.3.I,168,28
2894,60-1-d12-1.3.I,169,28
2895,60-1-d12-1.3.I,170,33
2896,60-1-d12-1.3.I,171,33
2897,60-1-d12-1.3.I,172,42
2898,60-1-d12-1.3.I,173,42
2899,60-1-d12-1.3.I,174,42
2900,60-1-d12-1.3.I,175,44
2901,60-1-d12-1.3.I,176,44
2902,60-1-d12-1.3.I,177,44
2903,60-1-d12-1.3.I,178,44
2904,60-1-d12-1.3.I,179,46
2905,60-1-d12-1.3.I,180,46
2906,60-1-d12-1.3.I,181,46
2907,60-1-d12-1.3.I,182,46
2908,60-1-d12-1.3.I,183,46
2909,60-1-d12-1.3.I,184,46
2910,60-1-d12-1.3.I,185,46
2911,60-1-d12-1.3.I,186,46
2912,60-1-d12-1.3.I,187,46
2913,60-1-d12-1.3.I,188,46
2914,60-1-d12-1.3.I,189,46
2915,60-1-d12-1.3.I,190,46
2916,60-1-d12-1.3.I,191,46
2917,60-1-d12-1.3.I,192,46
2918,60-1-d12-1.3.I,193,46
2919,60-1-d12-1.3.I,194,46
2920,60-1-d12-1.3.I,195,46
2921,60-1-d12-1.3.I,196,52
2922,60-1-d12-1.3.I,197,52
2923,60-1-d12-1.3.I,198,52
2924,60-1-d12-1.3.I,199,52
2925,60-1-d12-1.3.I,200,52
2926,60-1-d12-1.3.I,201,52
2927,60-1-d12-1.3.I,202,52
2928,60-1-d12-1.3.I,203,52
2929,60-1-d12-1.3.I,204,52
2930,60-1-d12-1.3.I,205,51
2931,60-1-d12-1.3.I,206,51
2932,60-1-d12-1.3.I,207,51
2933,60-1-d12-1.3.I,208,51
2934,60-1-d12-1.3.I,209,53
2935,60-1-d12-1.3.I,210,53
2936,60-1-d12-1.3.I,211,53
2937,60-1-d12-1.3.I,212,53
2938,60-1-d12-1.3.I,213,53
2939,60-1-d12-1.3.I,214,53
2940,60-1-d12-1.3.I,215,53
2941,60-1-d12-1.3.I,216,53
2942,60-1-d12-1.3.I,217,54
2943,60-1-d12-1.3.I,218,54
2944,60-1-d12-1.3.I,219,55
2945,60-1-d12-1.3.I,220,55
2946,60-1-d12-1.3.I,221,55
